,name,postcode,borough,latitude,longitude,price,rating,popularity,distance_metro,distance_police,number_of_crimes
749,The Enterprise,SW3 2HU,Royal Borough of Kensington and Chelsea,51.495209,-0.165887,1.0,8.2,0.9828378535676872,494.5648370868164,323.06848060881936,127
750,The Woodman,SW11 3HX,London Borough of Wandsworth,51.473515,-0.17383,1.0,8.4,0.9633663135839832,1643.022356253887,529.7844458178375,100
751,The Sands End,SW6 2PR,London Borough of Hammersmith & Fulham,51.471154,-0.187251,1.0,8.9,0.968422768013037,1105.5692091238136,1276.4967031838526,89
752,The Prince Albert,SW11 4PF,London Borough of Wandsworth,51.47984,-0.165875,1.0,7.8,0.9763682923990222,1570.7579091519744,363.627138879373,46
753,The Queen's Arms,SW7 5QL,Royal Borough of Kensington and Chelsea,51.499377,-0.180939,3.0,8.1,0.9834757304155513,797.3062393477113,1180.20645391246,65
754,The Ship,SW18 1TB,London Borough of Wandsworth,51.463534,-0.188116,3.0,8.4,0.9683552554999418,1543.763220149665,705.4923012906818,57
755,The Bunch of Grapes,SW3 1LA,Royal Borough of Kensington and Chelsea,51.497592,-0.167005,1.0,7.4,0.9945803748108486,560.4994902518109,503.15185111411904,119
756,Leinster Arms,W2 3EU,City of Westminster,51.511416,-0.1827,1.0,8.1,0.9737329763706204,318.3760467860413,782.7909480326974,197
757,Coach & Horses,W1J 5LD,City of Westminster,51.509055,-0.147408,1.0,8.0,0.9674356885112328,411.9978812418274,516.5292426244606,179
758,The Waterside,SW6 2SU,London Borough of Hammersmith & Fulham,51.473405,-0.181951,1.0,7.6,0.9482528227214528,1180.9713686465602,927.5447816638978,59
759,The Antelope,SW1W 8EZ,Royal Borough of Kensington and Chelsea,51.494014,-0.155534,1.0,7.3,0.9569479688045628,163.53644323980177,511.95396813259305,95
760,The Sydney Arms,SW3 6NJ,Royal Borough of Kensington and Chelsea,51.488642,-0.169781,1.0,6.8,0.9468350599464556,638.1097907962385,437.17733189677887,111
761,The Swan,W2 3PH,City of Westminster,51.511629,-0.176984,1.0,7.7,0.98606914212548,141.94192527099327,655.29963049242,114
762,The White Ferry House,SW1V 4LD,City of Westminster,51.489015,-0.146668,1.0,7.3,0.9602910022116168,763.6574047150366,191.1389204283477,185
763,Buckingham Arms,SW1H 9EU,City of Westminster,51.499165,-0.136659,1.0,7.6,0.9808497264579212,197.72877359363665,92.75148272266696,136
764,The Punch Bowl,W1J 5RP,City of Westminster,51.509121,-0.149474,1.0,7.5,0.9614969153765568,534.7989875966995,637.4538466909966,167
765,The Mitre,W2 3QH,City of Westminster,51.512367,-0.178551,1.0,7.5,0.9429961587708068,243.1591036743204,582.2997545583812,158
766,Chelsea Potter,SW3 4PL,Royal Borough of Kensington and Chelsea,51.488446,-0.165872,1.0,6.5,0.9784285880572692,787.3939295458447,396.1193129098799,103
767,The Albert,SW1H 0NP,City of Westminster,51.497703,-0.135533,1.0,7.0,0.9988196950296824,248.9256764860708,138.66550335459775,168
768,The Gloucester,SW1X 9QR,Royal Borough of Kensington and Chelsea,51.499942,-0.159535,1.0,6.7,0.9931672680712372,201.4529860759683,154.52144379934924,119
769,Bag O'Nails,SW1W 0PP,City of Westminster,51.498007,-0.144138,1.0,6.7,0.9885834012338494,153.52312525109244,379.5542757088187,114
770,The Waterfront,SW18 1TS,London Borough of Wandsworth,51.464356,-0.185605,1.0,6.8,0.9544872541031312,1633.0755949881684,756.4322713480154,82
771,The Junction,SW11 1SA,London Borough of Wandsworth,51.463308,-0.169861,1.0,6.7,0.9751530671633104,1928.8535728313736,95.61738234397406,225
772,The Falcon,SW11 1RU,London Borough of Wandsworth,51.463824,-0.168084,2.0,6.6,0.9807519497148178,1868.421137342305,88.96274259841759,215
773,The London and South Western,SW11 1LJ,London Borough of Wandsworth,51.46402,-0.16766,1.0,6.6,0.9875916656966592,1860.545121452291,113.47835597538656,215
774,The Feathers,SW1H 0BH,City of Westminster,51.499229,-0.132958,1.0,6.6,0.9819974391805376,86.49439594445911,56.37820290605261,128
775,The Gallery,SW1V 3AS,City of Westminster,51.488724,-0.134304,1.0,6.4,0.9912932138284252,96.28753965749227,868.6258773741225,174
776,The Northcote,SW11 1NT,London Borough of Wandsworth,51.460623,-0.167097,1.0,6.6,0.9651425910836924,1601.597457400039,414.6780155917482,183
777,Shepherds Tavern Mayfair,W1J 7SS,City of Westminster,51.506238,-0.14747,1.0,6.4,0.9796298451868234,330.727100478607,739.6275318959881,151
778,Shakespeare,SW1W 0RP,City of Westminster,51.49635,-0.144869,2.0,6.2,0.9956116866488184,67.14551367749498,237.3252036544989,136
779,Two Chairmen,SW1H 9BP,City of Westminster,51.50048,-0.131648,1.0,6.4,0.9729111861250146,180.28216734583305,116.64615860149824,167
780,The Clarence,W1S 4LB,City of Westminster,51.507819,-0.141382,1.0,6.4,0.9871702944942382,153.26659530224202,422.4368080938771,239
782,Zetland Arms,SW7 3EX,Royal Borough of Kensington and Chelsea,51.493446,-0.175839,1.0,5.7,0.9727971132580608,211.9423654140136,561.3182510084836,91
783,Morpeth Arms,SW1P 4RW,City of Westminster,51.489307,-0.128732,1.0,6.3,0.9517820975439414,299.1226741664142,576.8848635783846,135
784,The White Swan,SW1V 2SA,City of Westminster,51.489887,-0.131401,1.0,6.2,0.9797252939122336,144.4390438856732,755.6997201348993,136
785,The Victoria,SW1W 0NR,City of Westminster,51.495591,-0.146063,1.0,6.0,0.9888650913746944,183.14343739633796,255.05611667752132,132
786,Hoop & Toy,SW7 2HQ,Royal Borough of Kensington and Chelsea,51.494711,-0.174247,1.0,5.6,0.977017809335351,113.58480343970466,502.4054561404266,85
787,Travellers Tavern,SW1W 9RB,City of Westminster,51.492968,-0.148937,1.0,5.7,0.9895122802933304,497.10588029932336,195.52015601603952,120
788,The Willow Walk,SW1V 1LW,City of Westminster,51.495111,-0.142417,1.0,5.8,0.9962425794436036,201.54082482519684,46.366044301178064,202
789,Brass Monkey,SW1V 1AU,City of Westminster,51.494376,-0.140758,1.0,5.8,0.9650401583052032,336.72071318075496,136.7490392863816,220
790,The Old Star,SW1H 0DB,City of Westminster,51.4999,-0.133649,1.0,5.8,0.9957956000465604,29.19082451584765,48.231572146937786,123
791,The Barley Mow,SW1P 2EE,City of Westminster,51.495014,-0.131673,1.0,5.7,0.985929461063904,545.2443339864299,277.63038280012006,206
792,Greencoat Boy,SW1P 1PJ,City of Westminster,51.496337,-0.135813,1.0,5.4,0.9832941450355024,396.8392231472458,69.17490451762276,212
793,The Ram,KT1 1HL,Royal Borough of Kingston upon Thames,51.407998,-0.307852,1.0,8.4,0.9747968804562914,6163.892120795689,67.03807551820846,123
794,The Grey Horse,KT2 5EE,Royal Borough of Kingston upon Thames,51.414203,-0.300544,1.0,8.7,0.9651286229775348,5453.498408168677,21.183684332117448,213
795,Woody's,KT1 1HH,Royal Borough of Kingston upon Thames,51.408361,-0.308181,1.0,8.1,0.9410382958910488,6125.5724460930005,80.45721103946586,120
796,The Antelope,KT6 4AW,Royal Borough of Kingston upon Thames,51.395155,-0.307821,1.0,8.9,0.9729554184611804,7587.989393923213,1065.4937903538644,81
797,The Foresters,KT1 4DG,London Borough of Richmond upon Thames,51.41405,-0.312708,1.0,7.6,0.9376812943778372,5534.321080242302,746.2418441282807,40
798,The Boaters Inn,KT2 5AU,Royal Borough of Kingston upon Thames,51.418664,-0.30581,1.0,7.6,0.9626190199045512,4970.498297227506,637.1509924947208,33
799,The Mute Swan,KT8 9BN,London Borough of Richmond upon Thames,51.404703,-0.3423,1.0,8.3,0.9418042137120242,7101.967524219092,544.3730650730693,8
800,The Lamb,KT6 5NF,Royal Borough of Kingston upon Thames,51.392002,-0.311366,1.0,8.0,0.9657432196484692,7957.105843385032,1053.810011008672,67
801,The Cocoanut,KT1 2RF,Royal Borough of Kingston upon Thames,51.406828,-0.298407,1.0,7.3,0.9160609940635548,6275.431658006386,619.370413494723,108
802,The Wych Elm,KT2 6HT,Royal Borough of Kingston upon Thames,51.417169,-0.294091,1.0,7.4,0.9329530904434874,5143.6249510535645,556.2442999291645,53
803,Prince of Wales East Molesey,KT8 9EU,Surrey County Council,51.402698,-0.344513,1.0,8.0,0.9522546419098143,7367.485444188985,785.3647183265684,2
804,La Cloche at the Lion,TW11 9DN,London Borough of Richmond upon Thames,51.418003,-0.318373,1.0,7.3,0.9527179606565008,5176.928329769483,1324.1137699602464,33
805,The Adelaide,TW11 0AU,London Borough of Richmond upon Thames,51.423666,-0.334627,1.0,7.8,0.9017157490396926,4965.429732899232,127.74487148311184,32
806,The Cardinal,KT2 5QG,Royal Borough of Kingston upon Thames,51.426511,-0.298151,1.0,7.4,0.6736002793621232,4088.4835611180088,1394.058055807419,26
807,The Kingston Mill,KT1 1HN,Royal Borough of Kingston upon Thames,51.407007,-0.308175,1.0,6.7,0.8987172622511931,6275.557330792387,165.32872527415984,114
808,The Limping Fox,KT7 0UX,Surrey County Council,51.386031,-0.323829,1.0,7.5,0.9908256880733946,8735.604023469034,1833.7113341778688,0
809,The Masons Arms,TW11 8PJ,London Borough of Richmond upon Thames,51.426705,-0.339017,1.0,7.5,0.9394133395413804,4821.61171978249,348.19407988949354,38
810,Druids Head,KT1 1JT,Royal Borough of Kingston upon Thames,51.409151,-0.306425,1.0,6.5,0.9754580374810848,6028.706316180791,95.78273531200443,232
811,Ye Olde Swan,KT7 0QQ,Surrey County Council,51.392906,-0.331848,1.0,7.3,0.8776758409785933,8110.038122555441,1535.8215022819456,0
812,George & Dragon,KT7 0RY,Surrey County Council,51.389848,-0.333415,1.0,7.3,0.944954128440367,8466.57083046675,1863.180926328248,1
813,Prince of Wales,KT6 6AL,Royal Borough of Kingston upon Thames,51.389519,-0.297773,1.0,7.1,0.9695774647887324,7296.140053176921,168.58513843524815,68
814,Willoughby Arms,KT2 6LN,Royal Borough of Kingston upon Thames,51.415426,-0.292033,1.0,6.7,0.9329461063904084,5350.695326084926,597.53714469961,81
815,The New Inn,TW10 7DB,London Borough of Richmond upon Thames,51.436199,-0.305113,1.0,7.2,0.9409754394133396,3023.735482184885,712.28439988,6
816,The Cricketers,KT1 2UL,Royal Borough of Kingston upon Thames,51.407563,-0.297781,1.0,6.4,0.8472028867419392,6194.95362265476,644.9339990848463,176
817,The Swan,KT1 4DB,London Borough of Richmond upon Thames,51.412624,-0.310824,1.0,6.3,0.9507950180421372,5673.35094184808,543.1273731044746,98
818,The Railway Pub,TW11 0BG,London Borough of Richmond upon Thames,51.424276,-0.332793,1.0,6.9,0.9168920963799324,4847.893501893543,166.4374561683648,38
819,Teddington Arms Teddington,TW11 8EW,London Borough of Richmond upon Thames,51.427043,-0.332043,1.0,6.9,0.9155465021534164,4549.53848663231,326.48266199758586,44
820,Harts Boatyard,KT6 4ES,Royal Borough of Kingston upon Thames,51.397012,-0.312004,1.0,6.5,0.9568501920614596,7407.229124354643,1302.8060912594356,21
821,The Berrylands,KT5 8LS,Royal Borough of Kingston upon Thames,51.398264,-0.28044,1.0,6.7,0.926397392620184,5833.050813769029,1615.4068161487676,15
822,Tide End Cottage,TW11 9NN,London Borough of Richmond upon Thames,51.429379,-0.32295,1.0,6.8,0.9119147945524386,4054.557001073331,982.3158673015928,22
823,The Queens Head,KT2 5HA,Royal Borough of Kingston upon Thames,51.418659,-0.301423,1.0,6.3,0.9544919101385172,4958.324610301868,517.7528471829382,31
824,The Kings Tun,KT1 1QT,Royal Borough of Kingston upon Thames,51.41143,-0.300753,2.0,6.1,0.988420439995344,5761.847543898571,292.59041180024514,271
825,The Spring Grove,KT1 2SF,Royal Borough of Kingston upon Thames,51.403301,-0.299619,1.0,6.2,0.9419601908974508,6666.104524993848,757.5760972129757,51
826,O'Neill's,KT1 1BQ,Royal Borough of Kingston upon Thames,51.409136,-0.305611,1.0,5.8,0.9255383540914912,6026.867193513501,128.4447792239067,233
827,The Albion,KT8 9HA,Surrey County Council,51.402372,-0.344526,1.0,6.6,0.9018567639257294,7401.090479121824,806.5595993220111,2
828,Royal Oak,KT6 7AA,Royal Borough of Kingston upon Thames,51.385261,-0.294952,1.0,6.5,0.9493563031079036,7213.634652001145,44.503112860205896,30
829,The Surbiton Flyer,KT6 4NS,Royal Borough of Kingston upon Thames,51.392693,-0.304916,1.0,6.2,0.9544174135723432,7630.636676363104,727.7499205345578,86
830,The Victoria,KT6 4JT,Royal Borough of Kingston upon Thames,51.392151,-0.307162,1.0,6.2,0.9787847747642882,7797.286242089094,808.1403978673717,84
831,The Gazebo,KT1 1QN,Royal Borough of Kingston upon Thames,51.410669,-0.307521,1.0,5.4,0.9128529856826912,5866.006928177285,258.8271048969217,251
832,Bacchus,KT1 1RP,Royal Borough of Kingston upon Thames,51.409638,-0.305308,1.0,5.3,0.91570015132115,5969.959580273123,183.43021329014263,242
835,Waggon & Horses,KT6 4TW,Royal Borough of Kingston upon Thames,51.399021,-0.301834,1.0,5.8,0.9748667209870796,7142.157174869887,1093.7294571897392,36
840,The Hand & Flower,TW10 5LA,London Borough of Richmond upon Thames,51.432227,-0.306594,1.0,6.1,0.9183052031195436,3474.087807141926,845.5359470741425,18
842,Park Tavern,KT2 6AP,Royal Borough of Kingston upon Thames,51.419479,-0.287759,1.0,5.6,0.8973204516354324,4947.764872663592,1062.1990176423506,31
844,The Hogarth,TW11 8QY,London Borough of Richmond upon Thames,51.425837,-0.336795,1.0,5.9,0.9366476545221744,4824.9361809645625,168.31802635648415,38
846,Black Lion,KT6 5PL,Royal Borough of Kingston upon Thames,51.391936,-0.310492,1.0,5.6,0.8042813455657493,7958.971869755166,995.9033320858975,70
847,Coronation Hall,KT6 4LQ,Royal Borough of Kingston upon Thames,51.393786,-0.303618,1.0,5.4,0.9673053195204284,7497.59142476316,766.5762689412717,77
858,The Kings Arms,SE1 8TB,London Borough of Lambeth,51.504593,-0.109372,2.0,8.5,0.9798160866022582,310.6020749839653,307.0167233573926,216
859,The Old Red Lion,SE11 4RS,London Borough of Lambeth,51.489365,-0.105265,2.0,9.0,0.9882225584914446,132.97640979850706,550.8490045129727,146
860,The Black Dog,SE11 5ER,London Borough of Lambeth,51.488749,-0.120925,2.0,8.2,0.9708695146083112,357.8566653809047,149.72674182563603,190
861,Ship & Shovel,WC2N 5PH,City of Westminster,51.50756,-0.124782,1.0,7.7,0.9793318589221278,135.55392675840883,122.04533131992704,428
862,The Crown & Cushion,SE1 7HR,London Borough of Lambeth,51.499309,-0.113683,1.0,7.4,0.9779257362355954,113.12807279550856,241.2727375182237,215
863,Coach & Horses,W1J 6PT,City of Westminster,51.510941,-0.144064,1.0,8.0,0.9941077872191828,475.7681091919864,213.16458749258325,328
864,The Windmill,W1S 2AZ,City of Westminster,51.512479,-0.142397,1.0,7.9,0.9842928646257711,310.6644710269352,127.63148667057088,403
865,The Toucan,W1D 3BY,City of Westminster,51.515128,-0.133094,1.0,7.7,0.9703503666627866,231.51693953085652,498.72430388339166,886
866,The Duchy Arms,SE11 5UG,London Borough of Lambeth,51.489157,-0.114453,1.0,7.4,0.978510068676522,603.1408541424871,430.0796828008541,141
867,The Rose,SE1 7TL,London Borough of Lambeth,51.489698,-0.122637,1.0,7.0,0.9839669421487603,414.32879697223984,154.2380144019827,157
868,The Chandos,WC2N 4ER,City of Westminster,51.509578,-0.12676,2.0,6.9,0.9906274007682458,243.0290551067739,156.9096067810056,926
869,The Clachan,W1B 5QH,City of Westminster,51.513555,-0.140186,3.0,7.1,0.988704458153882,192.5508950130316,226.33506699397603,478
870,Old Coffee House,W1F 9SF,City of Westminster,51.512552,-0.137315,2.0,6.9,0.97350250261902,349.913251564944,287.06746263181594,993
871,The Marquis,WC2N 4HS,City of Westminster,51.509793,-0.125622,1.0,6.6,0.976203003142824,273.09734262641206,78.67470456468469,846
872,Argyll Arms,W1F 7TP,City of Westminster,51.515018,-0.141312,1.0,6.9,0.9904295192643464,18.892726062019197,221.51867614329785,386
873,The Kings Head,W1S 4RX,City of Westminster,51.508693,-0.141218,1.0,6.8,0.9721336282155744,241.96976213321832,325.03330575658504,297
874,The White Hart,WC2B 5QD,London Borough of Camden,51.5145112,-0.1219002,1.0,6.6,0.9751181468979164,228.5142718791921,514.7320287787425,301
875,Westminster Arms,SW1P 3AT,City of Westminster,51.500567,-0.129764,1.0,6.3,0.9876940984751484,304.36670915396746,223.25383871598137,138
876,The Blue Posts,W1T 3ET,City of Westminster,51.516966,-0.135457,1.0,6.5,0.9735513909905716,313.8026074345358,305.6645895520559,552
877,Blue Posts,W1B 5PX,City of Westminster,51.512884,-0.139495,1.0,6.4,0.9859364451169828,279.94845366490574,183.00992097468568,647
878,Glassblower,W1B 5JY,City of Westminster,51.510567,-0.136965,1.0,5.9,0.9773530438831336,214.2318832501538,314.2153925468651,877
879,The Rockingham Arms,SE1 6BN,London Borough of Southwark,51.49595,-0.099705,1.0,5.7,0.9856081946222792,151.86315931496574,405.8766980113514,265
880,Ladywell Tavern,SE13 7HS,London Borough of Lewisham,51.456374,-0.021407,1.0,8.0,0.9768082877429868,2488.7129479333066,1094.5472044424707,120
881,The Ivy House,SE15 3BE,London Borough of Southwark,51.458219,-0.052017,1.0,8.7,0.9741892678384356,2116.8509267641266,1071.1782274859718,42
882,Skehans Freehouse,SE14 5TW,London Borough of Lewisham,51.467481,-0.0494,1.0,8.4,0.9709603072983356,1116.629224056533,1098.8635290540317,53
883,Blythe Hill Tavern,SE23 1JB,London Borough of Lewisham,51.4423194,-0.033722,1.0,8.4,0.9629938307531136,3757.807899054418,303.88106323621463,96
884,Catford Bridge Tavern,SE6 4RE,London Borough of Lewisham,51.444608,-0.024363,1.0,7.9,0.9563333721336282,3649.208227394111,731.2997421017901,152
885,The Waverley Arms,SE15 3BU,London Borough of Southwark,51.461315,-0.047024,1.0,7.9,0.9878803398905832,1678.3963850751636,676.125030496942,49
886,Ninth Life,SE6 4BD,London Borough of Lewisham,51.445213,-0.019424,1.0,7.6,0.9831381678500756,3706.1469580258913,1037.2493383201277,194
887,Brockley Jack,SE4 2DH,London Borough of Lewisham,51.45343,-0.03847,1.0,7.3,0.960926551041788,2496.9179212247354,858.3480264575423,49
888,Jolly Farmers,SE13 6LE,London Borough of Lewisham,51.45533,-0.015825,1.0,6.2,0.8959795134443022,2750.7916511344865,1003.0654023269788,176
889,Edmund Halley,SE12 8RG,London Borough of Lewisham,51.455454,0.011864,1.0,6.4,0.9818531020835758,3997.0885279148097,1757.6218778202965,80
891,The Crown,SE12 0AJ,London Borough of Lewisham,51.443711,0.01769,1.0,6.3,0.9773088115469678,5173.759942483866,2922.538200689308,47
894,The London & Rye,SE6 4AF,London Borough of Lewisham,51.447563,-0.017719,1.0,5.0,0.9849423815621,3497.683450251374,1291.7928236758703,207
896,The Charles Holden,SW19 2BH,London Borough of Merton,51.417956,-0.178677,1.0,8.5,0.9801722733092773,55.79601308315054,1343.0180737910136,70
897,The Sultan,SW19 1BT,London Borough of Merton,51.418561,-0.18535,1.0,8.1,0.9854033290653008,510.2773475341877,1293.0011318265126,77
898,The Garden Shed,SW19 1AN,London Borough of Merton,51.420277,-0.186872,1.0,7.9,0.9597346059830054,655.0794368058994,1158.7693213765474,51
899,Manor Bar & Grill,SW17 0SF,London Borough of Wandsworth,51.423848,-0.172001,1.0,8.1,0.9700430683273192,523.0093808714882,855.6776295085292,164
900,The Crooked Billet,SW19 4RQ,London Borough of Merton,51.421481,-0.227747,2.0,8.8,0.9653381445698987,1547.82938514734,1465.494717030335,8
901,Hand in Hand,SW19 4RQ,London Borough of Merton,51.421606,-0.227397,1.0,8.7,0.945047142358282,1523.11251863856,1477.4364740774256,8
902,The Castle,SW17 0RG,London Borough of Wandsworth,51.428772,-0.167465,1.0,8.2,0.9738936095914328,112.40554638761355,944.2864995660034,211
903,The Antelope,SW17 9NG,London Borough of Wandsworth,51.425982,-0.165772,2.0,8.0,0.9713514142707484,250.71567633507448,622.7536663209213,207
904,The Trafalgar Arms,SW17 0RT,London Borough of Wandsworth,51.424963,-0.171326,1.0,7.8,0.9658922127808172,394.4452855750682,857.6199214673712,194
905,Dog & Fox,SW19 5EA,London Borough of Merton,51.425105,-0.2176,3.0,8.0,0.9577464788732394,911.0864907008284,1059.3083735265548,20
906,The Selkirk,SW17 0ES,London Borough of Wandsworth,51.430251,-0.169403,1.0,7.8,0.9605889884763124,291.5044290584745,1155.344837478698,190
907,Gorringe Park,SW17 9JR,London Borough of Merton,51.419349,-0.161744,1.0,7.5,0.9632243045047142,1032.4244887147302,270.7710561327025,97
908,Graveney and Meadow,SW17 9NA,London Borough of Wandsworth,51.426957,-0.166918,2.0,7.6,0.912752880921895,116.302517727488,757.094782638276,210
909,The Alexandra,SW19 7NE,London Borough of Merton,51.421982,-0.208058,2.0,7.3,0.9800814806192528,181.5404904552526,314.4869505231158,110
910,Hand & Racquet,SW19 7NE,London Borough of Merton,51.421828,-0.207877,1.0,7.3,0.9567244791060412,170.05828272098103,297.2290879338207,114
911,The Loft,SW19 7NE,London Borough of Merton,51.42188,-0.207937,1.0,7.1,0.193746944476778,173.6530422295978,302.92625366265776,112
912,The Trafalgar,SW19 2JY,London Borough of Merton,51.413675,-0.189038,1.0,6.2,0.8700477243627052,296.84521756051106,1305.001409753341,78
913,Leather Bottle,SW17 0NY,London Borough of Wandsworth,51.436893,-0.187055,1.0,7.0,0.9590967291351414,868.8619420870647,60.61014174899765,48
914,Ganleys Irish Bar,SM4 5HP,London Borough of Merton,51.402421,-0.193378,1.0,6.5,0.9895052962402514,87.4909806129631,148.63802026872406,65
915,Prince of Wales,SW19 3TA,London Borough of Merton,51.420499,-0.206212,1.0,6.6,0.9831661040623908,175.27807846701532,179.54173170734722,130
916,Leather Bottle,SW19 3NW,London Borough of Merton,51.411214,-0.208993,1.0,6.5,0.9374135723431498,1224.3973982128402,1151.766445821523,35
917,The Garratt & Gauge,SW19 3TA,London Borough of Merton,51.420182,-0.206038,1.0,6.2,0.9433546734955186,206.36154268545232,183.99112454953053,134
919,J J Moons,SW17 0RN,London Borough of Wandsworth,51.427802,-0.168509,1.0,6.2,0.9885764171807706,41.47309305781444,899.4909420509314,203
920,Wibbas Down Inn,SW19 1QT,London Borough of Merton,51.418994,-0.202551,1.0,5.9,0.9822325689675242,389.6864494374821,243.7034888514479,117
922,The Edward Rayne,SW20 8ND,London Borough of Merton,51.409781,-0.228875,1.0,6.1,0.8851006867652195,2118.3112644326097,260.4881366460637,31
924,O'Neill's,SW19 1RQ,London Borough of Merton,51.419803,-0.20261,1.0,5.6,0.8679525084390641,313.3498335392935,160.35371040863296,132
929,The Swan,SW19 4SU,London Borough of Merton,51.420737,-0.220607,1.0,5.7,0.9527039925503434,1061.0142560468316,1167.5153897538128,13
935,Raynes Park Tavern,SW20 0LA,London Borough of Merton,51.409584,-0.230731,1.0,5.3,0.942206960772902,2232.0800632228693,362.0589414702571,43
936,The Woodman,SW19 8DR,London Borough of Merton,51.433656,-0.195965,1.0,5.1,0.9527784891165172,187.57248170509223,275.9466537072921,9
937,The Black Lion,E13 0AD,London Borough of Newham,51.531054,0.02066,1.0,7.8,0.9691258293563032,282.1396285974582,838.7072518668782,145
938,The Galvanisers Union,E3 3LL,London Borough of Tower Hamlets,51.523134,-0.012377,1.0,8.9,0.9868723082295424,172.429388228329,835.1032321875495,147
939,Forest Tavern,E7 9BB,London Borough of Newham,51.549327,0.022027,1.0,8.3,0.9285089046676754,1773.0230725532365,220.218921267783,148
940,Loading Bar,E15 4PH,London Borough of Newham,51.539999,0.00323,1.0,8.1,0.900353858689326,427.8360542052213,95.60086442442908,363
941,The Millers Well,E6 2JX,London Borough of Newham,51.53347,0.056565,1.0,7.9,0.9962542195320684,704.9121914975157,187.32407156456216,196
942,Boleyn Tavern,E6 1PW,London Borough of Newham,51.530377,0.038101,1.0,7.2,0.9840065184495402,609.8462752696303,860.8687740573828,134
943,Golden Fleece,E12 5DB,London Borough of Newham,51.554814,0.042054,1.0,6.9,0.962556163426842,1871.8619616529463,752.3154899713718,37
944,Cart and Horses,E15 1PF,London Borough of Newham,51.545827,0.004225,1.0,6.7,0.919152601559772,706.124640802313,721.6983806161501,209
945,The Holly Tree,E7 0DZ,London Borough of Waltham Forest,51.555848,0.020425,1.0,6.6,0.946292631824002,1650.1143513362604,846.2057631495933,63
946,The Bat and Ball,E20 1EJ,London Borough of Newham,51.5425649,-0.0069308030868905,1.0,6.5,0.9906111046443952,265.2657874621962,570.3368821116205,166
947,Fox at Connaught,E16 1JR,London Borough of Newham,51.508709,0.039416,1.0,6.4,0.9670213013618904,2639.3692959390296,911.6322787946934,33
948,King Edward VII,E15 4BQ,London Borough of Newham,51.54106,0.002778,1.0,6.3,0.9569130485391688,377.24044686526827,212.64541316091388,355
950,The Abbey Tap,E15 4QS,London Borough of Newham,51.540283,-7.7e-05,1.0,6.3,0.9743405889884764,203.69448998564997,302.19078315470483,302
951,The Goldengrove,E15 1NS,London Borough of Newham,51.544258,0.004182,1.0,6.2,0.9905366080782214,587.0342591125396,547.2124035295034,234
954,The Queens,E13 9JJ,London Borough of Newham,51.534419,0.035444,1.0,5.6,0.9457339075776976,143.1168160362774,1112.4634002751343,191
955,Custom House Hotel Pub,E16 3BY,London Borough of Newham,51.510029,0.026677,1.0,6.2,0.8557490396927017,1913.0381238086595,1417.3812046885498,112
957,Fox,E16 1DR,London Borough of Newham,51.508935,0.025185,1.0,6.0,0.9769037364683972,1760.4516498756775,1528.8454521518477,102
961,The Hudson Bay,E7 9PA,London Borough of Newham,51.545729,0.026148,1.0,5.7,0.9737539285298568,1288.927546447674,347.4075335776957,195
968,Ye Old Black Bull,E15 4BQ,London Borough of Newham,51.540274,0.000925,1.0,5.5,0.9228913979746246,267.1860736689809,239.44469077495555,313
969,The Langthorne,E15 4QS,London Borough of Newham,51.5403,0.000299,1.0,5.4,0.8576580142009079,226.16981387237453,279.24667439564934,304
973,Windsor House,E6 5NT,London Borough of Newham,51.514864,0.061024,1.0,5.2,0.9243161448027004,2780.042521980441,1097.7620109114014,69
974,Duke of Edinburgh,E11 2EY,London Borough of Redbridge,51.582437,0.027891,1.0,8.0,0.958859271330462,527.0236605058029,717.5778775765615,36
975,The Red Lion,E11 3AA,London Borough of Waltham Forest,51.567909,0.011031,2.0,8.7,0.9831824001862414,255.0142115363616,138.00296035343774,92
976,The Birds,E11 3AA,London Borough of Waltham Forest,51.569096,0.012215,1.0,8.1,0.9682993830753114,345.6089283871229,168.21329890827238,89
977,The North Star,E11 3AR,London Borough of Waltham Forest,51.569834,0.015416,1.0,7.7,0.944399953439646,581.0123913791554,365.9792655626024,78
978,The George,E11 2RL,London Borough of Redbridge,51.575967,0.028148,1.0,7.3,0.9848609009428472,48.97417516031301,311.9741087805023,32
979,The Cuckfield,E11 2AA,London Borough of Redbridge,51.579388,0.024926,2.0,7.3,0.9706436968920964,258.22803535804974,328.9011774614389,47
980,O'Neill's,IG1 4DW,London Borough of Redbridge,51.55901,0.07082,1.0,7.3,0.9469561168664882,1967.8750502257935,152.5122462016431,301
981,The Great Spoon of Ilford,IG1 4LZ,London Borough of Redbridge,51.561995,0.068709,1.0,6.7,0.9851705272960074,1619.8596884691883,515.092001575703,230
982,Unicorn,IG5 0NY,London Borough of Redbridge,51.591821,0.062878,1.0,6.3,0.9736864160167618,1721.720771396154,1279.8466017443689,37
983,O'Neill's,E11 3AW,London Borough of Waltham Forest,51.570637,0.015266,1.0,6.3,0.9783866837387964,604.157507681798,365.7532925431098,79
984,The Red House,IG4 5BG,London Borough of Redbridge,51.576815,0.044797,1.0,5.3,0.8720684437201722,82.69877367533401,1456.5842572494978,39
985,King George V,IG2 6SX,London Borough of Redbridge,51.578352,0.070939,1.0,6.1,0.9845652426958444,377.5631439234642,1286.587359560436,123
