,name,postcode,borough,latitude,longitude,price,rating,popularity,number_of_crimes,number_of_metro,number_of_police,distance_metro,distance_police
674,Brockley Jack,SE4 2DH,London Borough of Lewisham,51.45343,-0.03847,1.0,7.3,0.960926551041788,49,0,0.0,2496.9179212247354,858.3480264575423
675,Jolly Farmers,SE13 6LE,London Borough of Lewisham,51.45533,-0.015825,1.0,6.2,0.8959795134443022,176,0,0.0,2750.7916511344865,1003.0654023269788
676,Edmund Halley,SE12 8RG,London Borough of Lewisham,51.455454,0.011864,1.0,6.4,0.9818531020835758,80,0,0.0,3997.0885279148097,1757.6218778202965
677,The Crown,SE12 0AJ,London Borough of Lewisham,51.443711,0.01769,1.0,6.3,0.9773088115469678,47,0,0.0,5173.759942483866,2922.538200689308
678,The London & Rye,SE6 4AF,London Borough of Lewisham,51.447563,-0.017719,1.0,5.0,0.9849423815621,207,0,0.0,3497.683450251374,1291.7928236758703
679,The Charles Holden,SW19 2BH,London Borough of Merton,51.417956,-0.178677,1.0,8.5,0.9801722733092773,70,1,0.0,55.79601308315054,1343.0180737910136
680,The Sultan,SW19 1BT,London Borough of Merton,51.418561,-0.18535,1.0,8.1,0.9854033290653008,77,0,0.0,510.2773475341877,1293.0011318265126
681,The Garden Shed,SW19 1AN,London Borough of Merton,51.420277,-0.186872,1.0,7.9,0.9597346059830054,51,0,0.0,655.0794368058994,1158.7693213765474
682,Manor Bar & Grill,SW17 0SF,London Borough of Wandsworth,51.423848,-0.172001,1.0,8.1,0.9700430683273192,164,0,0.0,523.0093808714882,855.6776295085292
683,The Crooked Billet,SW19 4RQ,London Borough of Merton,51.421481,-0.227747,2.0,8.8,0.9653381445698987,8,0,0.0,1547.82938514734,1465.4947170303353
684,Hand in Hand,SW19 4RQ,London Borough of Merton,51.421606,-0.227397,1.0,8.7,0.945047142358282,8,0,0.0,1523.11251863856,1477.4364740774256
685,The Castle,SW17 0RG,London Borough of Wandsworth,51.428772,-0.167465,1.0,8.2,0.9738936095914328,211,1,0.0,112.40554638761357,944.2864995660034
686,The Antelope,SW17 9NG,London Borough of Wandsworth,51.425982,-0.165772,2.0,8.0,0.9713514142707484,207,1,0.0,250.71567633507448,622.7536663209213
687,The Trafalgar Arms,SW17 0RT,London Borough of Wandsworth,51.424963,-0.171326,1.0,7.8,0.9658922127808172,194,1,0.0,394.4452855750682,857.6199214673712
688,Dog & Fox,SW19 5EA,London Borough of Merton,51.425105,-0.2176,3.0,8.0,0.9577464788732394,20,0,0.0,911.0864907008284,1059.3083735265548
689,The Selkirk,SW17 0ES,London Borough of Wandsworth,51.430251,-0.169403,1.0,7.8,0.9605889884763124,190,1,0.0,291.5044290584745,1155.344837478698
690,Gorringe Park,SW17 9JR,London Borough of Merton,51.419349,-0.161744,1.0,7.5,0.9632243045047142,97,0,1.0,1032.4244887147302,270.7710561327025
691,Graveney and Meadow,SW17 9NA,London Borough of Wandsworth,51.426957,-0.166918,2.0,7.6,0.912752880921895,210,1,0.0,116.302517727488,757.094782638276
692,The Alexandra,SW19 7NE,London Borough of Merton,51.421982,-0.208058,2.0,7.3,0.9800814806192528,110,1,2.0,181.5404904552526,314.4869505231158
693,Hand & Racquet,SW19 7NE,London Borough of Merton,51.421828,-0.207877,1.0,7.3,0.9567244791060412,114,1,2.0,170.05828272098105,297.2290879338207
694,The Loft,SW19 7NE,London Borough of Merton,51.42188,-0.207937,1.0,7.1,0.193746944476778,112,1,2.0,173.6530422295978,302.92625366265776
695,The Trafalgar,SW19 2JY,London Borough of Merton,51.413675,-0.189038,1.0,6.2,0.8700477243627052,78,1,0.0,296.84521756051106,1305.001409753341
696,Leather Bottle,SW17 0NY,London Borough of Wandsworth,51.436893,-0.187055,1.0,7.0,0.9590967291351414,48,0,1.0,868.8619420870647,60.61014174899765
697,Ganleys Irish Bar,SM4 5HP,London Borough of Merton,51.402421,-0.193378,1.0,6.5,0.9895052962402514,65,0,3.0,87.4909806129631,148.63802026872406
698,Prince of Wales,SW19 3TA,London Borough of Merton,51.420499,-0.206212,1.0,6.6,0.9831661040623908,130,1,2.0,175.27807846701532,179.54173170734722
699,Leather Bottle,SW19 3NW,London Borough of Merton,51.411214,-0.208993,1.0,6.5,0.9374135723431498,35,0,0.0,1224.3973982128402,1151.7664458215227
700,The Garratt & Gauge,SW19 3TA,London Borough of Merton,51.420182,-0.206038,1.0,6.2,0.9433546734955186,134,1,2.0,206.36154268545232,183.99112454953053
701,J J Moons,SW17 0RN,London Borough of Wandsworth,51.427802,-0.168509,1.0,6.2,0.9885764171807706,203,1,0.0,41.47309305781444,899.4909420509314
702,Wibbas Down Inn,SW19 1QT,London Borough of Merton,51.418994,-0.202551,1.0,5.9,0.9822325689675242,117,1,2.0,389.6864494374821,243.7034888514479
703,The Edward Rayne,SW20 8ND,London Borough of Merton,51.409781,-0.228875,1.0,6.1,0.8851006867652195,31,0,1.0,2118.3112644326097,260.4881366460637
704,O'Neill's,SW19 1RQ,London Borough of Merton,51.419803,-0.20261,1.0,5.6,0.8679525084390641,132,1,2.0,313.3498335392935,160.35371040863296
705,The Swan,SW19 4SU,London Borough of Merton,51.420737,-0.220607,1.0,5.7,0.9527039925503434,13,0,0.0,1061.0142560468316,1167.5153897538128
706,Raynes Park Tavern,SW20 0LA,London Borough of Merton,51.409584,-0.230731,1.0,5.3,0.942206960772902,43,0,1.0,2232.0800632228693,362.0589414702571
707,The Woodman,SW19 8DR,London Borough of Merton,51.433656,-0.195965,1.0,5.1,0.9527784891165172,9,1,1.0,187.57248170509226,275.9466537072921
708,The Black Lion,E13 0AD,London Borough of Newham,51.531054,0.02066,1.0,7.8,0.9691258293563032,145,1,0.0,282.1396285974582,838.7072518668782
709,The Galvanisers Union,E3 3LL,London Borough of Tower Hamlets,51.523134,-0.012377,1.0,8.9,0.9868723082295424,147,1,0.0,172.429388228329,835.1032321875495
710,Forest Tavern,E7 9BB,London Borough of Newham,51.549327,0.022027,1.0,8.3,0.9285089046676754,148,0,1.0,1773.0230725532363,220.218921267783
711,Loading Bar,E15 4PH,London Borough of Newham,51.539999,0.00323,1.0,8.1,0.900353858689326,363,1,3.0,427.8360542052213,95.60086442442908
712,The Millers Well,E6 2JX,London Borough of Newham,51.53347,0.056565,1.0,7.9,0.9962542195320684,196,0,3.0,704.9121914975157,187.32407156456216
713,Boleyn Tavern,E6 1PW,London Borough of Newham,51.530377,0.038101,1.0,7.2,0.9840065184495402,134,0,0.0,609.8462752696303,860.8687740573828
714,Golden Fleece,E12 5DB,London Borough of Newham,51.554814,0.042054,1.0,6.9,0.962556163426842,37,0,0.0,1871.8619616529463,752.3154899713718
715,Cart and Horses,E15 1PF,London Borough of Newham,51.545827,0.004225,1.0,6.7,0.919152601559772,209,0,0.0,706.124640802313,721.6983806161501
716,The Holly Tree,E7 0DZ,London Borough of Waltham Forest,51.555848,0.020425,1.0,6.6,0.946292631824002,63,0,0.0,1650.1143513362604,846.2057631495933
717,The Bat and Ball,E20 1EJ,London Borough of Newham,51.5425649,-0.0069308030868905,1.0,6.5,0.9906111046443952,166,1,0.0,265.2657874621962,570.3368821116205
718,Fox at Connaught,E16 1JR,London Borough of Newham,51.508709,0.039416,1.0,6.4,0.9670213013618904,33,0,0.0,2639.3692959390296,911.6322787946934
719,King Edward VII,E15 4BQ,London Borough of Newham,51.54106,0.002778,1.0,6.3,0.9569130485391688,355,1,3.0,377.24044686526827,212.64541316091388
720,The Abbey Tap,E15 4QS,London Borough of Newham,51.540283,-7.7e-05,1.0,6.3,0.9743405889884764,302,0,4.0,203.69448998564994,302.19078315470483
721,The Goldengrove,E15 1NS,London Borough of Newham,51.544258,0.004182,1.0,6.2,0.9905366080782214,234,0,0.0,587.0342591125396,547.2124035295034
722,The Queens,E13 9JJ,London Borough of Newham,51.534419,0.035444,1.0,5.6,0.9457339075776976,191,1,0.0,143.1168160362774,1112.4634002751345
723,Custom House Hotel Pub,E16 3BY,London Borough of Newham,51.510029,0.026677,1.0,6.2,0.8557490396927017,112,0,0.0,1913.0381238086593,1417.3812046885498
724,Fox,E16 1DR,London Borough of Newham,51.508935,0.025185,1.0,6.0,0.9769037364683972,102,0,0.0,1760.4516498756777,1528.8454521518477
725,The Hudson Bay,E7 9PA,London Borough of Newham,51.545729,0.026148,1.0,5.7,0.9737539285298568,195,0,3.0,1288.9275464476739,347.4075335776957
726,Ye Old Black Bull,E15 4BQ,London Borough of Newham,51.540274,0.000925,1.0,5.5,0.9228913979746246,313,1,3.0,267.18607366898095,239.44469077495555
727,The Langthorne,E15 4QS,London Borough of Newham,51.5403,0.000299,1.0,5.4,0.8576580142009079,304,1,4.0,226.16981387237453,279.24667439564934
728,Windsor House,E6 5NT,London Borough of Newham,51.514864,0.061024,1.0,5.2,0.9243161448027004,69,0,0.0,2780.042521980441,1097.7620109114014
729,Duke of Edinburgh,E11 2EY,London Borough of Redbridge,51.582437,0.027891,1.0,8.0,0.958859271330462,36,1,0.0,527.0236605058029,717.5778775765615
730,The Red Lion,E11 3AA,London Borough of Waltham Forest,51.567909,0.011031,2.0,8.7,0.9831824001862414,92,1,2.0,255.0142115363616,138.00296035343774
731,The Birds,E11 3AA,London Borough of Waltham Forest,51.569096,0.012215,1.0,8.1,0.9682993830753114,89,1,2.0,345.6089283871229,168.21329890827238
732,The North Star,E11 3AR,London Borough of Waltham Forest,51.569834,0.015416,1.0,7.7,0.944399953439646,78,0,2.0,581.0123913791554,365.9792655626024
733,The George,E11 2RL,London Borough of Redbridge,51.575967,0.028148,1.0,7.3,0.9848609009428472,32,1,1.0,48.97417516031301,311.9741087805023
734,The Cuckfield,E11 2AA,London Borough of Redbridge,51.579388,0.024926,2.0,7.3,0.9706436968920964,47,2,1.0,258.22803535804974,328.9011774614389
735,O'Neill's,IG1 4DW,London Borough of Redbridge,51.55901,0.07082,1.0,7.3,0.9469561168664882,301,0,1.0,1967.8750502257938,152.5122462016431
736,The Great Spoon of Ilford,IG1 4LZ,London Borough of Redbridge,51.561995,0.068709,1.0,6.7,0.9851705272960074,230,0,0.0,1619.8596884691885,515.092001575703
737,Unicorn,IG5 0NY,London Borough of Redbridge,51.591821,0.062878,1.0,6.3,0.9736864160167618,37,0,0.0,1721.720771396154,1279.8466017443689
738,O'Neill's,E11 3AW,London Borough of Waltham Forest,51.570637,0.015266,1.0,6.3,0.9783866837387964,79,0,2.0,604.157507681798,365.7532925431098
739,The Red House,IG4 5BG,London Borough of Redbridge,51.576815,0.044797,1.0,5.3,0.8720684437201722,39,1,0.0,82.69877367533401,1456.5842572494978
740,King George V,IG2 6SX,London Borough of Redbridge,51.578352,0.070939,1.0,6.1,0.9845652426958444,123,1,0.0,377.5631439234642,1286.587359560436
741,The Nightingale,E11 2EY,London Borough of Redbridge,51.582074,0.028219,1.0,5.9,0.9379303922709812,35,1,0.0,527.9692674912596,690.6906948237835
742,The Walnut Tree,E11 1HH,London Borough of Waltham Forest,51.569823,0.012751,1.0,6.1,0.9681503899429637,91,1,2.0,408.32503110871,181.8367873583238
743,Railway Bell,E18 1JJ,London Borough of Redbridge,51.591844,0.028056,1.0,5.8,0.9735490629728786,48,1,0.0,120.47378212391753,1729.3842965322056
744,The Dysart Arms,TW10 7AA,London Borough of Richmond upon Thames,51.446493,-0.301737,1.0,8.2,0.3730089628681178,10,0,0.0,1864.6194312400319,1350.0591425143296
745,Barmy Arms,TW1 3DU,London Borough of Richmond upon Thames,51.446355,-0.32598,1.0,8.1,0.9546292631824002,77,0,3.0,2521.7138547628156,178.44312092495522
746,The White Cross,TW9 1TH,London Borough of Richmond upon Thames,51.458958,-0.308399,1.0,8.3,0.9813316261203584,62,0,1.0,664.8611184505027,255.19559058117827
747,The Old Ship,TW9 1ND,London Borough of Richmond upon Thames,51.459746,-0.306642,1.0,8.3,0.983338377371668,70,0,1.0,519.5939404762279,131.4541268699067
748,The Eel Pie,TW1 3NJ,London Borough of Richmond upon Thames,51.447035,-0.326486,1.0,7.9,0.9198300547084158,80,0,3.0,2489.000893306937,137.12789671701043
749,The White Swan,TW9 1PG,London Borough of Richmond upon Thames,51.46138,-0.310964,1.0,8.4,0.9440135025026192,25,0,1.0,659.4528638291202,477.5023249386514
750,Roebuck,TW10 6RN,London Borough of Richmond upon Thames,51.452393,-0.29845,1.0,7.9,0.9583377953672448,14,0,0.0,1216.2673330457244,900.218952883011
751,"The Prince Albert, Twickenham",TW2 5QB,London Borough of Richmond upon Thames,51.442051,-0.344408,1.0,8.1,0.9535164707251776,33,0,0.0,3574.668292456472,1000.1244966433068
752,The Rifleman,TW2 5EL,London Borough of Richmond upon Thames,51.440156,-0.348845,1.0,8.1,0.9623396577813992,45,0,0.0,3657.0231073708737,1364.8982056902544
753,Watermans Arms,TW9 1TJ,London Borough of Richmond upon Thames,51.459128,-0.307106,1.0,7.7,0.8891002211616809,72,0,1.0,593.8015877876402,163.64792484745757
754,The Orange Tree,TW9 2NQ,London Borough of Richmond upon Thames,51.464215,-0.301563,2.0,7.8,0.9756233267372832,78,1,4.0,92.91168534220083,26.501474001196858
755,The White Horse,TW10 6DF,London Borough of Richmond upon Thames,51.461495,-0.296157,1.0,7.7,0.9666348504248632,77,1,4.0,365.3523129069301,409.9397147670499
756,Cricketers Richmond,TW9 1LX,London Borough of Richmond upon Thames,51.460527,-0.30617,1.0,7.7,0.9646071470143172,85,1,1.0,431.86689136306114,152.24463809679986
757,The Mitre,TW9 1UY,London Borough of Richmond upon Thames,51.463177,-0.291571,1.0,7.8,0.9651099988359912,34,0,0.0,626.7959565803341,625.6270899059307
758,The Victoria Inn,TW10 6UB,London Borough of Richmond upon Thames,51.457281,-0.303828,1.0,7.4,0.9611546967756956,67,0,1.0,695.2229526368799,250.99908590525962
759,The Shaftesbury,TW9 2PN,London Borough of Richmond upon Thames,51.465746,-0.29899,1.0,7.5,0.9593155627982772,56,1,4.0,299.85069251122553,215.59449752393593
760,The William Webb Ellis,TW1 3RR,London Borough of Richmond upon Thames,51.447643,-0.328499,1.0,6.9,0.9772203468746362,87,0,3.0,2538.7402278668515,55.367978898522935
761,The Fox & Duck,TW10 7AD,London Borough of Richmond upon Thames,51.444926,-0.302775,1.0,6.4,0.966856012105692,10,0,0.0,2042.724346701943,1175.9432426397893
762,The Angel & Crown,TW9 1JL,London Borough of Richmond upon Thames,51.460511,-0.304258,1.0,6.6,0.979394715399837,105,1,5.0,359.5618179232548,123.34349662262689
763,The Lass O' Richmond Hill,TW10 6JJ,London Borough of Richmond upon Thames,51.451556,-0.295569,2.0,6.4,0.936840879990688,14,0,0.0,1346.270837935053,884.434401745392
764,St Margarets Twickenham,TW1 2LJ,London Borough of Richmond upon Thames,51.4547,-0.319207,1.0,6.4,0.9526737283203351,15,0,0.0,1535.768660879116,1019.7679124162908
765,George Twickenham,TW1 3SN,London Borough of Richmond upon Thames,51.446214,-0.328903,1.0,6.3,0.9294680479571644,78,0,3.0,2670.5734259296114,76.00004051595016
766,One Kew Road,TW9 2NQ,London Borough of Richmond upon Thames,51.463365,-0.302351,1.0,6.3,0.963552554999418,88,1,5.0,23.256053605440812,134.0480767775223
767,Triple Crown Inn,TW9 2SS,London Borough of Richmond upon Thames,51.465499,-0.301886,1.0,6.0,0.7661576067978116,69,1,4.0,230.01426100430842,122.1696792596429
768,The Sun Inn,TW9 2RG,London Borough of Richmond upon Thames,51.464016,-0.302324,1.0,5.9,0.9460086136654638,79,1,4.0,67.94007530044799,77.81139930210506
769,The Railway Tavern,TW9 1DN,London Borough of Richmond upon Thames,51.46255,-0.302385,1.0,5.7,0.9826492841345594,96,1,5.0,101.10682274733024,206.78818181891947
770,The Waldegrave Arms,TW11 8LX,London Borough of Richmond upon Thames,51.432862,-0.338325,1.0,5.4,0.8913746944476778,18,0,0.0,4228.514170517413,926.4690186155469
771,The Sun,SM5 2HU,London Borough of Sutton,51.367129,-0.164198,1.0,8.6,0.9205563962286112,51,0,0.0,4436.171797607514,1147.5709584964193
772,The Hope,SM5 2PR,London Borough of Sutton,51.367098,-0.167139,1.0,8.0,0.932960074496566,38,0,0.0,4345.922567356638,944.060411593678
773,Shinner & Sudtone,SM1 1HR,London Borough of Sutton,51.361774,-0.192548,1.0,8.0,0.9201187289023396,180,0,1.0,4500.107380487624,148.33145766507894
774,The Windsor Castle,SM5 3PT,London Borough of Sutton,51.362634,-0.168742,1.0,6.8,0.9442765685019208,23,0,0.0,4753.912990558753,916.7937594127354
775,The Railway Tavern,SM5 2HG,London Borough of Sutton,51.370061,-0.166352,1.0,6.9,0.942267489232918,57,0,0.0,4078.326244216189,1082.6393165082766
776,The Little Windsor,SM1 4BY,London Borough of Sutton,51.363997,-0.186822,1.0,6.6,0.940316610406239,128,0,2.0,4284.796276627407,399.2339724057247
777,Sutton Arms,SM1 1EZ,London Borough of Sutton,51.361741,-0.192112,1.0,6.4,0.9151484111279246,177,0,1.0,4504.8328544356955,119.16436560844949
778,Whispering Moon,SM6 8QF,London Borough of Sutton,51.360186,-0.149495,1.0,6.4,0.9241299033872656,116,0,2.0,5625.733618131297,285.9649321683624
779,Star Wallington,SM6 0DE,London Borough of Sutton,51.361397,-0.150223,1.0,6.2,0.8371202421138401,103,0,1.0,5485.81032064704,421.0211579689926
780,O'Neill's Sutton,SM1 1DJ,London Borough of Sutton,51.360871,-0.192181,1.0,6.1,0.4195623326737283,166,0,1.0,4601.325953138359,120.58405522526422
781,Gander Inn,SM1 2UE,London Borough of Sutton,51.370808,-0.209925,1.0,6.4,0.9733162612035852,33,0,1.0,3651.619010092079,312.28565121606863
782,The Old Bank,SM1 1HN,London Borough of Sutton,51.359989,-0.191343,1.0,5.9,0.9225747875683856,157,0,1.0,4701.7723370638,152.57801497513643
783,Moon on the Hill,SM1 1DZ,London Borough of Sutton,51.36185,-0.193233,1.0,5.3,0.95552554999418,177,0,1.0,4490.405610641951,195.84054605895926
784,The California,SM2 5SU,London Borough of Sutton,51.343858,-0.197798,1.0,5.1,0.953714352229077,25,0,0.0,6493.823808846524,2000.4931060202696
785,The Mayflower,SE16 4NF,London Borough of Southwark,51.501798,-0.053581,2.0,9.2,0.9721219881271098,64,0,0.0,143.39233501128174,654.0426959419563
786,The Grapes,E14 8BP,London Borough of Tower Hamlets,51.508799,-0.034028,2.0,8.7,0.9724106623210336,50,0,0.0,1136.5842696070797,1718.3098686661253
787,The Prince Arthur,N1 6EB,London Borough of Hackney,51.527436,-0.085398,1.0,7.9,0.928844139215458,394,1,2.0,202.12050085605227,226.5338148652659
788,The Miller,SE1 3SS,London Borough of Southwark,51.502132,-0.087614,2.0,7.5,0.9804493074147363,257,2,1.0,406.83653090127535,329.9558207473188
789,The Exmouth Arms,EC1R 4QL,London Borough of Islington,51.525782,-0.10967,2.0,8.2,0.9822139448259808,137,0,0.0,679.6367421610311,646.1063319376971
790,Lord Nelson,SE1 0LR,London Borough of Southwark,51.503386,-0.10269,1.0,7.8,0.9762961238505412,127,1,0.0,153.2150900112853,635.9028737490211
791,The Old Salt Quay,SE16 5QU,London Borough of Southwark,51.504079,-0.048621,2.0,7.2,0.9703317425212432,64,0,0.0,429.0255642270534,891.3112167565051
792,The Pregnant Man,WC2A 1JA,City of London Corporation,51.516735,-0.112335,1.0,7.4,0.9475800256081948,115,1,1.0,198.42566702543633,382.30769803211973
793,The George,WC2R 1AP,City of Westminster,51.513187,-0.113027,2.0,7.3,0.9773786520777558,101,1,2.0,229.15426368167266,118.63235778809454
794,The Gregorian,SE16 4SQ,London Borough of Southwark,51.497528,-0.066524,1.0,6.9,0.9817204050750784,143,1,0.0,219.77528601644227,856.1245010700385
795,The Mulberry Bush,SE1 9PP,London Borough of Lambeth,51.507091,-0.110325,1.0,7.1,0.9572832033523456,144,0,1.0,476.55555732639505,474.430448732021
796,The Horseshoe Inn,SE1 3QP,London Borough of Southwark,51.50251,-0.084088,1.0,6.7,0.9642626003957632,187,1,1.0,320.22784383425056,394.9736452022417
797,Cheshire Cheese,WC2R 3LD,City of Westminster,51.512588,-0.113117,1.0,7.1,0.9625817716214644,92,1,2.0,162.28217284526235,114.81354372005798
798,Duke of Wellington,E1 7NE,London Borough of Tower Hamlets,51.51787,-0.074647,1.0,6.4,0.9510720521475964,344,2,4.0,362.63788939749173,228.1419698334876
799,Prince William Henry,SE1 8NL,London Borough of Southwark,51.505268,-0.104109,1.0,5.7,0.9551623792340822,131,1,0.0,165.43901856783665,670.6058647183982
800,The Surrey Docks,SE16 2LW,London Borough of Southwark,51.492485,-0.045524,1.0,5.7,0.9859597252939122,116,0,0.0,223.79667972188176,534.6443824381261
801,The Leyton Star,E15 2BX,London Borough of Waltham Forest,51.554271,-0.005091,1.0,8.6,0.9848958212082412,110,1,0.0,249.18852650482228,1219.7482002951988
802,Leyton Technical,E10 5QN,London Borough of Waltham Forest,51.5585,-0.007181,1.0,8.3,0.9719892911186124,108,1,0.0,247.44318699631606,737.5201003915998
803,The Elderfield,E5 0LF,London Borough of Hackney,51.553464,-0.046906,1.0,8.2,0.9590548248166686,247,0,0.0,751.9086010179047,1186.6999270501335
804,The Gun,E9 6RG,London Borough of Hackney,51.544381,-0.046949,1.0,8.7,0.9435455709463392,200,0,0.0,396.9218979755417,714.0251864698212
805,Queens Arms,E17 9NJ,London Borough of Waltham Forest,51.582524,-0.013672,1.0,8.4,0.9791339774182284,95,0,0.0,436.80758678029105,643.5230124506114
806,The Birkbeck Tavern,E11 4HL,London Borough of Waltham Forest,51.556547,-0.000128,1.0,7.9,0.929272494470958,95,1,0.0,383.14144153646026,1085.6290634076063
807,The Castle,E17 9LB,London Borough of Waltham Forest,51.580689,-0.011218,1.0,7.9,0.9883785356768712,68,0,1.0,653.4204318445571,422.6189246717839
808,Leytonstone Tavern,E11 3PX,London Borough of Waltham Forest,51.559051,0.011114,1.0,8.0,0.9837760446979396,152,0,0.0,1058.0122040108754,1061.8432023983041
809,The Chequers,E17 7BX,London Borough of Waltham Forest,51.583457,-0.026578,3.0,7.7,0.9797997904784076,128,0,1.0,461.00456505428286,170.75304369116978
810,Heathcote & Star,E11 4EA,London Borough of Waltham Forest,51.56584,0.002253,1.0,7.6,0.9608753346525434,98,1,0.0,446.85770398584543,572.1756209006768
811,Northcote Arms,E11 4EL,London Borough of Waltham Forest,51.560323,-0.001486,1.0,7.2,0.9830706553369806,101,0,0.0,515.6974496160335,682.0959730825882
812,Biddle Bros,E5 0QR,London Borough of Hackney,51.553251,-0.052809,1.0,7.3,0.938086369456408,179,0,0.0,788.2263865327418,973.3930489957547
813,Ye Olde Rose & Crown,E17 4SA,London Borough of Waltham Forest,51.587781,-0.020544,1.0,7.3,0.9629356303107904,137,0,2.0,540.9143356094886,423.1129898379778
814,The Village Kitchen,E17 9NJ,London Borough of Waltham Forest,51.582536,-0.012198,1.0,6.9,0.9493120707717378,68,0,0.0,538.1005701848785,629.2101035178113
815,The Drum,E10 7EQ,London Borough of Waltham Forest,51.574954,-0.013807,1.0,6.5,0.9803166104062392,148,0,1.0,983.5405292076991,267.24631545204915
816,Lord Palmerston,E17 5JN,London Borough of Waltham Forest,51.588858,-0.030246,1.0,6.5,0.9912513095099524,107,0,2.0,774.4111961089803,330.59343510562184
817,The Coppermill,E17 7HF,London Borough of Waltham Forest,51.579712,-0.041334,1.0,5.8,0.9751856594110117,63,0,0.0,808.4210986045633,1271.3174155389088
818,The Goose,E17 3AX,London Borough of Waltham Forest,51.583523,-0.019112,1.0,5.5,0.9715213595623328,143,0,1.0,88.20945007962894,354.29391890693233
819,The Globe,E9 6NA,London Borough of Hackney,51.545959,-0.053866,1.0,5.4,0.9432103363985568,203,0,1.0,293.65489270731786,259.0157583699971
820,The Victoria,E17 4QH,London Borough of Waltham Forest,51.585972,-0.019907,1.0,5.0,0.8547479920847398,160,0,1.0,338.2752549341101,376.72603299187125
821,King's Arms,SW18 4LB,London Borough of Wandsworth,51.45728,-0.194467,1.0,8.4,0.9849167733674776,166,0,1.0,1171.036440321069,277.78265188958835
822,The Grapes,SW18 1DX,London Borough of Wandsworth,51.458708,-0.190583,1.0,7.7,0.9445652426958444,135,0,1.0,1424.521744117881,433.9859814720122
823,The Earl Spencer,SW18 5JL,London Borough of Wandsworth,51.448218,-0.199498,1.0,8.2,0.9407985100686764,34,0,0.0,604.9495991295141,1013.2410444155996
824,The East Hill,SW18 1AA,London Borough of Wandsworth,51.45872,-0.185726,1.0,7.8,0.9579327202886742,79,0,1.0,1760.9256484586317,149.10951045352627
825,The Four Thieves,SW11 1DJ,London Borough of Wandsworth,51.464029,-0.162562,2.0,8.6,0.9743359329530904,161,0,2.0,1614.0645979959224,69.18761757328028
826,The Eagle Ale House,SW11 6HG,London Borough of Wandsworth,51.455065,-0.163239,1.0,8.0,0.9392061459667094,35,0,0.0,1112.0718090182881,1061.9163598552584
827,Duke of Battersea,SW11 3AG,London Borough of Wandsworth,51.478247,-0.170071,1.0,8.3,0.9702060295658248,85,0,1.0,1733.6156928963928,129.5127205523499
828,The Bolingbroke,SW11 6RE,London Borough of Wandsworth,51.453835,-0.164076,1.0,7.9,0.9606285647770924,25,0,0.0,1148.7562459058925,1196.4527853131888
829,The Nightingale,SW12 8NX,London Borough of Wandsworth,51.450067,-0.157853,1.0,8.1,0.9337446164590852,30,0,0.0,780.595229701323,1641.8498104676412
830,The Cat's Back,SW18 1NN,London Borough of Wandsworth,51.46185,-0.199752,1.0,7.3,0.9351274589686882,32,0,0.0,849.4862441421005,512.7267900642082
831,Park Tavern,SW18 5SW,London Borough of Wandsworth,51.450724,-0.19917,1.0,7.3,0.9771993947153998,32,0,0.0,818.0125431110409,733.685989812656
832,The Halfway House,SW18 4SR,London Borough of Wandsworth,51.441647,-0.187286,1.0,7.5,0.9732115004074032,59,0,1.0,1165.983548389751,468.5508159339748
833,The Old Fields,SW18 5LS,London Borough of Wandsworth,51.444744,-0.205146,1.0,7.4,0.8581678500756605,38,1,0.0,94.06777730095965,1230.8583163049277
834,The Jolly Gardeners,SW15 1NT,London Borough of Wandsworth,51.464546,-0.218343,2.0,7.5,0.9466604586194856,162,0,1.0,792.0874978039162,361.42913825982225
835,The County Arms,SW18 3SH,London Borough of Wandsworth,51.450108,-0.174294,1.0,7.4,0.947428704458154,49,0,0.0,1654.7965764851283,1095.1412620174306
836,The Fox & Hounds,SW11 2JU,London Borough of Wandsworth,51.467047,-0.162836,1.0,7.6,0.9654917937376324,114,0,1.0,1824.1814844481135,277.54913311566025
837,Old Sergeant,SW18 4DJ,London Borough of Wandsworth,51.451458,-0.190492,1.0,7.0,0.9574717727854732,141,0,0.0,1323.0823321410908,794.5926990340349
838,The Coat & Badge,SW15 1NL,London Borough of Wandsworth,51.464515,-0.216715,2.0,7.4,0.9515027354207892,167,0,1.0,716.9591343784816,249.08719312528743
839,Ye Olde Spotted Horse,SW15 1RG,London Borough of Wandsworth,51.462631,-0.216483,1.0,7.3,0.9805750203701548,166,0,3.0,546.6195567138321,288.79898795949845
840,Green Man,SW15 3NG,London Borough of Wandsworth,51.453456,-0.221579,1.0,7.3,0.9678314515190316,48,0,0.0,951.5428221797494,1329.1926891885566
841,The Telegraph,SW15 3TU,London Borough of Wandsworth,51.448726,-0.226545,1.0,7.4,0.9609149109533232,17,0,0.0,1453.7565369425083,1954.3886941633764
842,The Boathouse,SW15 2JX,London Borough of Wandsworth,51.465186,-0.212831,1.0,6.9,0.9738493772552672,96,1,3.0,477.8802635609787,112.36182833286261
843,The Latchmere,SW11 3BW,London Borough of Wandsworth,51.47201,-0.165499,1.0,7.1,0.9671167500873008,106,0,0.0,1828.2039423734034,634.0617284932085
844,Wandle Earlsfield,SW18 4EJ,London Borough of Wandsworth,51.442856,-0.189207,1.0,6.8,0.9786776859504132,51,0,0.0,1190.393493116498,621.6798823441161
